mes,borough,payment_method,fare_class_category,ridership
2022-08,Brooklyn,metrocard,Metrocard - Students,203159
2022-08,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2254669
2022-08,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2232279
2022-08,Brooklyn,omny,OMNY - Full Fare,6862933
2022-08,Brooklyn,omny,OMNY - Other,1026
2022-08,Brooklyn,omny,OMNY - Seniors & Disability,526
2022-08,Manhattan,metrocard,Metrocard - Fair Fare,1164728
2022-08,Manhattan,metrocard,Metrocard - Full Fare,11826938
2022-08,Manhattan,metrocard,Metrocard - Other,2007863
2022-08,Manhattan,metrocard,Metrocard - Seniors & Disability,1532897
2022-08,Manhattan,metrocard,Metrocard - Students,207027
2022-08,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4682874
2022-08,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5764865
2022-08,Manhattan,omny,OMNY - Full Fare,18398741
2022-08,Manhattan,omny,OMNY - Other,4267
2022-08,Manhattan,omny,OMNY - Seniors & Disability,1685
2022-08,Queens,metrocard,Metrocard - Fair Fare,377874
2022-08,Queens,metrocard,Metrocard - Full Fare,3672691
2022-08,Queens,metrocard,Metrocard - Other,582877
2022-08,Queens,metrocard,Metrocard - Seniors & Disability,535742
2022-08,Queens,metrocard,Metrocard - Students,118106
2022-08,Queens,metrocard,Metrocard - Unlimited 30-Day,1690382
2022-08,Queens,metrocard,Metrocard - Unlimited 7-Day,2025602
2022-08,Queens,omny,OMNY - Full Fare,3946373
2022-08,Queens,omny,OMNY - Other,1248
2022-08,Queens,omny,OMNY - Seniors & Disability,174
2022-08,Staten Island,metrocard,Metrocard - Fair Fare,4687
2022-08,Staten Island,metrocard,Metrocard - Full Fare,69627
2022-08,Staten Island,metrocard,Metrocard - Other,12398
2022-08,Staten Island,metrocard,Metrocard - Seniors & Disability,8193
2022-08,Staten Island,metrocard,Metrocard - Students,1236
2022-08,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11643
2022-08,Staten Island,metrocard,Metrocard - Unlimited 7-Day,9452
2022-08,Staten Island,omny,OMNY - Full Fare,31411
2022-08,Staten Island,omny,OMNY - Other,78
2022-08,Staten Island,omny,OMNY - Seniors & Disability,2
2022-09,Bronx,metrocard,Metrocard - Fair Fare,464205
2022-09,Bronx,metrocard,Metrocard - Full Fare,1804144
2022-09,Bronx,metrocard,Metrocard - Other,427083
2022-09,Bronx,metrocard,Metrocard - Seniors & Disability,230045
2022-09,Bronx,metrocard,Metrocard - Students,461918
2022-09,Bronx,metrocard,Metrocard - Unlimited 30-Day,723152
2022-09,Bronx,metrocard,Metrocard - Unlimited 7-Day,1155456
2022-09,Bronx,omny,OMNY - Full Fare,1719264
2022-09,Bronx,omny,OMNY - Other,426
2022-09,Bronx,omny,OMNY - Seniors & Disability,131
2022-09,Brooklyn,metrocard,Metrocard - Fair Fare,758602
2022-09,Brooklyn,metrocard,Metrocard - Full Fare,4765012
2022-09,Brooklyn,metrocard,Metrocard - Other,1031132
2022-09,Brooklyn,metrocard,Metrocard - Seniors & Disability,758644
2022-09,Brooklyn,metrocard,Metrocard - Students,1156531
2022-09,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2406653
2022-09,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2184430
2022-09,Brooklyn,omny,OMNY - Full Fare,7619127
2022-09,Brooklyn,omny,OMNY - Other,1564
2022-09,Brooklyn,omny,OMNY - Seniors & Disability,757
2022-09,Manhattan,metrocard,Metrocard - Fair Fare,1224466
2022-09,Manhattan,metrocard,Metrocard - Full Fare,11961544
2022-09,Manhattan,metrocard,Metrocard - Other,2149205
2022-09,Manhattan,metrocard,Metrocard - Seniors & Disability,1677053
2022-09,Manhattan,metrocard,Metrocard - Students,1197011
2022-09,Manhattan,metrocard,Metrocard - Unlimited 30-Day,5123454
2022-09,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5415527
2022-09,Manhattan,omny,OMNY - Full Fare,21218723
2022-09,Manhattan,omny,OMNY - Other,4217
2022-09,Manhattan,omny,OMNY - Seniors & Disability,2767
2022-09,Queens,metrocard,Metrocard - Fair Fare,387753
2022-09,Queens,metrocard,Metrocard - Full Fare,3619533
2022-09,Queens,metrocard,Metrocard - Other,634925
2022-09,Queens,metrocard,Metrocard - Seniors & Disability,545830
2022-09,Queens,metrocard,Metrocard - Students,667260
2022-09,Queens,metrocard,Metrocard - Unlimited 30-Day,1743905
2022-09,Queens,metrocard,Metrocard - Unlimited 7-Day,1980482
2022-09,Queens,omny,OMNY - Full Fare,4255163
2022-09,Queens,omny,OMNY - Other,1298
2022-09,Queens,omny,OMNY - Seniors & Disability,387
2022-09,Staten Island,metrocard,Metrocard - Fair Fare,5073
2022-09,Staten Island,metrocard,Metrocard - Full Fare,74588
2022-09,Staten Island,metrocard,Metrocard - Other,14174
2022-09,Staten Island,metrocard,Metrocard - Seniors & Disability,8535
2022-09,Staten Island,metrocard,Metrocard - Students,10009
2022-09,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12051
2022-09,Staten Island,metrocard,Metrocard - Unlimited 7-Day,10695
2022-09,Staten Island,omny,OMNY - Full Fare,36846
2022-09,Staten Island,omny,OMNY - Other,101
2022-09,Staten Island,omny,OMNY - Seniors & Disability,2
2022-10,Bronx,metrocard,Metrocard - Fair Fare,472160
2022-10,Bronx,metrocard,Metrocard - Full Fare,1750893
2022-10,Bronx,metrocard,Metrocard - Other,448879
2022-10,Bronx,metrocard,Metrocard - Seniors & Disability,229506
2022-10,Bronx,metrocard,Metrocard - Students,641172
2022-10,Bronx,metrocard,Metrocard - Unlimited 30-Day,748092
2022-10,Bronx,metrocard,Metrocard - Unlimited 7-Day,1161008
2022-10,Bronx,omny,OMNY - Full Fare,1726228
2022-10,Bronx,omny,OMNY - Other,846
2022-10,Bronx,omny,OMNY - Seniors & Disability,220
2022-10,Brooklyn,metrocard,Metrocard - Fair Fare,785895
2022-10,Brooklyn,metrocard,Metrocard - Full Fare,4596920
2022-10,Brooklyn,metrocard,Metrocard - Other,1080502
2022-10,Brooklyn,metrocard,Metrocard - Seniors & Disability,748746
2022-10,Brooklyn,metrocard,Metrocard - Students,1552787
2022-10,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2466709
2022-10,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2206407
2022-10,Brooklyn,omny,OMNY - Full Fare,8062189
2022-10,Brooklyn,omny,OMNY - Other,1545
2022-10,Brooklyn,omny,OMNY - Seniors & Disability,1663
2022-10,Manhattan,metrocard,Metrocard - Fair Fare,1277025
2022-10,Manhattan,metrocard,Metrocard - Full Fare,11818643
2022-10,Manhattan,metrocard,Metrocard - Other,2264518
2022-10,Manhattan,metrocard,Metrocard - Seniors & Disability,1757845
2022-10,Manhattan,metrocard,Metrocard - Students,1627811
2022-10,Manhattan,metrocard,Metrocard - Unlimited 30-Day,5355263
2022-10,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5767870
2022-10,Manhattan,omny,OMNY - Full Fare,22859656
2022-10,Manhattan,omny,OMNY - Other,3871
2022-10,Manhattan,omny,OMNY - Seniors & Disability,8018
2022-10,Queens,metrocard,Metrocard - Fair Fare,405226
2022-10,Queens,metrocard,Metrocard - Full Fare,3540608
2022-10,Queens,metrocard,Metrocard - Other,682952
2022-10,Queens,metrocard,Metrocard - Seniors & Disability,550869
2022-10,Queens,metrocard,Metrocard - Students,913171
2022-10,Queens,metrocard,Metrocard - Unlimited 30-Day,1809384
2022-10,Queens,metrocard,Metrocard - Unlimited 7-Day,2023552
2022-10,Queens,omny,OMNY - Full Fare,4332712
2022-10,Queens,omny,OMNY - Other,1270
2022-10,Queens,omny,OMNY - Seniors & Disability,935
2022-10,Staten Island,metrocard,Metrocard - Fair Fare,4881
2022-10,Staten Island,metrocard,Metrocard - Full Fare,69921
2022-10,Staten Island,metrocard,Metrocard - Other,14037
2022-10,Staten Island,metrocard,Metrocard - Seniors & Disability,8106
2022-10,Staten Island,metrocard,Metrocard - Students,12694
2022-10,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11824
2022-10,Staten Island,metrocard,Metrocard - Unlimited 7-Day,9755
2022-10,Staten Island,omny,OMNY - Full Fare,36516
2022-10,Staten Island,omny,OMNY - Other,108
2022-10,Staten Island,omny,OMNY - Seniors & Disability,11
2022-11,Bronx,metrocard,Metrocard - Fair Fare,458098
2022-11,Bronx,metrocard,Metrocard - Full Fare,1664365
2022-11,Bronx,metrocard,Metrocard - Other,432102
2022-11,Bronx,metrocard,Metrocard - Seniors & Disability,217082
2022-11,Bronx,metrocard,Metrocard - Students,624519
2022-11,Bronx,metrocard,Metrocard - Unlimited 30-Day,706517
2022-11,Bronx,metrocard,Metrocard - Unlimited 7-Day,1079330
2022-11,Bronx,omny,OMNY - Full Fare,1672778
2022-11,Bronx,omny,OMNY - Other,459
2022-11,Bronx,omny,OMNY - Seniors & Disability,984
2022-11,Brooklyn,metrocard,Metrocard - Fair Fare,767144
2022-11,Brooklyn,metrocard,Metrocard - Full Fare,4374210
2022-11,Brooklyn,metrocard,Metrocard - Other,1048267
2022-11,Brooklyn,metrocard,Metrocard - Seniors & Disability,738759
2022-11,Brooklyn,metrocard,Metrocard - Students,1511678
2022-11,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2330777
2022-11,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2035680
2022-11,Brooklyn,omny,OMNY - Full Fare,7878625
2022-11,Brooklyn,omny,OMNY - Other,2062
2022-11,Brooklyn,omny,OMNY - Seniors & Disability,5964
2022-11,Manhattan,metrocard,Metrocard - Fair Fare,1242153
2022-11,Manhattan,metrocard,Metrocard - Full Fare,11107694
2022-11,Manhattan,metrocard,Metrocard - Other,2188187
2022-11,Manhattan,metrocard,Metrocard - Seniors & Disability,1733593
2022-11,Manhattan,metrocard,Metrocard - Students,1629469
2022-11,Manhattan,metrocard,Metrocard - Unlimited 30-Day,5014937
2022-11,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5042293
2022-11,Manhattan,omny,OMNY - Full Fare,22301042
2022-11,Manhattan,omny,OMNY - Other,4233
2022-11,Manhattan,omny,OMNY - Seniors & Disability,29399
2022-11,Queens,metrocard,Metrocard - Fair Fare,398443
2022-11,Queens,metrocard,Metrocard - Full Fare,3393095
2022-11,Queens,metrocard,Metrocard - Other,653122
2022-11,Queens,metrocard,Metrocard - Seniors & Disability,533671
2022-11,Queens,metrocard,Metrocard - Students,906901
2022-11,Queens,metrocard,Metrocard - Unlimited 30-Day,1716731
2022-11,Queens,metrocard,Metrocard - Unlimited 7-Day,1894299
2022-11,Queens,omny,OMNY - Full Fare,4283484
2022-11,Queens,omny,OMNY - Other,1382
2022-11,Queens,omny,OMNY - Seniors & Disability,2978
2022-11,Staten Island,metrocard,Metrocard - Fair Fare,5000
2022-11,Staten Island,metrocard,Metrocard - Full Fare,70655
2022-11,Staten Island,metrocard,Metrocard - Other,13908
2022-11,Staten Island,metrocard,Metrocard - Seniors & Disability,8370
2022-11,Staten Island,metrocard,Metrocard - Students,12203
2022-11,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12331
2022-11,Staten Island,metrocard,Metrocard - Unlimited 7-Day,9933
2022-11,Staten Island,omny,OMNY - Full Fare,39465
2022-11,Staten Island,omny,OMNY - Other,147
2022-11,Staten Island,omny,OMNY - Seniors & Disability,24
2022-12,Bronx,metrocard,Metrocard - Fair Fare,449452
2022-12,Bronx,metrocard,Metrocard - Full Fare,1637307
2022-12,Bronx,metrocard,Metrocard - Other,405131
2022-12,Bronx,metrocard,Metrocard - Seniors & Disability,210658
2022-12,Bronx,metrocard,Metrocard - Students,583493
2022-12,Bronx,metrocard,Metrocard - Unlimited 30-Day,652328
2022-12,Bronx,metrocard,Metrocard - Unlimited 7-Day,1053216
2022-12,Bronx,omny,OMNY - Full Fare,1702090
2022-12,Bronx,omny,OMNY - Other,479
2022-12,Bronx,omny,OMNY - Seniors & Disability,1660
2022-12,Brooklyn,metrocard,Metrocard - Fair Fare,768465
2022-12,Brooklyn,metrocard,Metrocard - Full Fare,4317625
2022-12,Brooklyn,metrocard,Metrocard - Other,1005111
2022-12,Brooklyn,metrocard,Metrocard - Seniors & Disability,724430
2022-12,Brooklyn,metrocard,Metrocard - Students,1422847
2022-12,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2127019
2022-12,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2165513
2022-12,Brooklyn,omny,OMNY - Full Fare,7862234
2022-12,Brooklyn,omny,OMNY - Other,2051
2022-12,Brooklyn,omny,OMNY - Seniors & Disability,9751
2022-12,Manhattan,metrocard,Metrocard - Fair Fare,1229391
2022-12,Manhattan,metrocard,Metrocard - Full Fare,11559151
2022-12,Manhattan,metrocard,Metrocard - Other,2101175
2022-12,Manhattan,metrocard,Metrocard - Seniors & Disability,1726214
2022-12,Manhattan,metrocard,Metrocard - Students,1513863
2022-12,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4462527
2022-12,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5888216
2022-12,Manhattan,omny,OMNY - Full Fare,23197622
2022-12,Manhattan,omny,OMNY - Other,4313
2022-12,Manhattan,omny,OMNY - Seniors & Disability,47551
2022-12,Queens,metrocard,Metrocard - Fair Fare,395028
2022-12,Queens,metrocard,Metrocard - Full Fare,3384610
2022-12,Queens,metrocard,Metrocard - Other,614852
2022-12,Queens,metrocard,Metrocard - Seniors & Disability,524532
2022-12,Queens,metrocard,Metrocard - Students,863730
2022-12,Queens,metrocard,Metrocard - Unlimited 30-Day,1598697
2022-12,Queens,metrocard,Metrocard - Unlimited 7-Day,1957222
2022-12,Queens,omny,OMNY - Full Fare,4363771
2022-12,Queens,omny,OMNY - Other,1200
2022-12,Queens,omny,OMNY - Seniors & Disability,4825
2022-12,Staten Island,metrocard,Metrocard - Fair Fare,4648
2022-12,Staten Island,metrocard,Metrocard - Full Fare,65516
2022-12,Staten Island,metrocard,Metrocard - Other,12009
2022-12,Staten Island,metrocard,Metrocard - Seniors & Disability,8178
2022-12,Staten Island,metrocard,Metrocard - Students,10940
2022-12,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11436
2022-12,Staten Island,metrocard,Metrocard - Unlimited 7-Day,9269
2022-12,Staten Island,omny,OMNY - Full Fare,36983
2022-12,Staten Island,omny,OMNY - Other,58
2022-12,Staten Island,omny,OMNY - Seniors & Disability,35
2023-01,Bronx,metrocard,Metrocard - Fair Fare,455296
2023-01,Bronx,metrocard,Metrocard - Full Fare,1634172
2023-01,Bronx,metrocard,Metrocard - Other,381798
2023-01,Bronx,metrocard,Metrocard - Seniors & Disability,212002
2023-01,Bronx,metrocard,Metrocard - Students,608503
2023-01,Bronx,metrocard,Metrocard - Unlimited 30-Day,675424
2023-01,Bronx,metrocard,Metrocard - Unlimited 7-Day,1018028
2023-01,Bronx,omny,OMNY - Full Fare,1739695
2023-01,Bronx,omny,OMNY - Other,370
2023-01,Bronx,omny,OMNY - Seniors & Disability,2127
2023-01,Brooklyn,metrocard,Metrocard - Fair Fare,783728
2023-01,Brooklyn,metrocard,Metrocard - Full Fare,4272186
2023-01,Brooklyn,metrocard,Metrocard - Other,988975
2023-01,Brooklyn,metrocard,Metrocard - Seniors & Disability,729584
2023-01,Brooklyn,metrocard,Metrocard - Students,1484080
2023-01,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2250314
2023-01,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1899265
2023-01,Brooklyn,omny,OMNY - Full Fare,8178415
2023-01,Brooklyn,omny,OMNY - Other,1670
2023-01,Brooklyn,omny,OMNY - Seniors & Disability,12755
2023-01,Manhattan,metrocard,Metrocard - Fair Fare,1215761
2023-01,Manhattan,metrocard,Metrocard - Full Fare,10434775
2023-01,Manhattan,metrocard,Metrocard - Other,2094009
2023-01,Manhattan,metrocard,Metrocard - Seniors & Disability,1660909
2023-01,Manhattan,metrocard,Metrocard - Students,1616824
2023-01,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4734583
2023-01,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4360527
2023-01,Manhattan,omny,OMNY - Full Fare,22406285
2023-01,Manhattan,omny,OMNY - Other,4016
2023-01,Manhattan,omny,OMNY - Seniors & Disability,59523
2023-01,Queens,metrocard,Metrocard - Fair Fare,406385
2023-01,Queens,metrocard,Metrocard - Full Fare,3376047
2023-01,Queens,metrocard,Metrocard - Other,586551
2023-01,Queens,metrocard,Metrocard - Seniors & Disability,529446
2023-01,Queens,metrocard,Metrocard - Students,889583
2023-01,Queens,metrocard,Metrocard - Unlimited 30-Day,1653480
2023-01,Queens,metrocard,Metrocard - Unlimited 7-Day,1770116
2023-01,Queens,omny,OMNY - Full Fare,4443841
2023-01,Queens,omny,OMNY - Other,1755
2023-01,Queens,omny,OMNY - Seniors & Disability,6816
2023-01,Staten Island,metrocard,Metrocard - Fair Fare,4913
2023-01,Staten Island,metrocard,Metrocard - Full Fare,68337
2023-01,Staten Island,metrocard,Metrocard - Other,12801
2023-01,Staten Island,metrocard,Metrocard - Seniors & Disability,8622
2023-01,Staten Island,metrocard,Metrocard - Students,11075
2023-01,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11857
2023-01,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8651
2023-01,Staten Island,omny,OMNY - Full Fare,40109
2023-01,Staten Island,omny,OMNY - Other,71
2023-01,Staten Island,omny,OMNY - Seniors & Disability,81
2023-02,Bronx,metrocard,Metrocard - Fair Fare,431495
2023-02,Bronx,metrocard,Metrocard - Full Fare,1514105
2023-02,Bronx,metrocard,Metrocard - Other,389973
2023-02,Bronx,metrocard,Metrocard - Seniors & Disability,202938
2023-02,Bronx,metrocard,Metrocard - Students,554986
2023-02,Bronx,metrocard,Metrocard - Unlimited 30-Day,633816
2023-02,Bronx,metrocard,Metrocard - Unlimited 7-Day,953953
2023-02,Bronx,omny,OMNY - Full Fare,1695409
2023-02,Bronx,omny,OMNY - Other,345
2023-02,Bronx,omny,OMNY - Seniors & Disability,2443
2023-02,Brooklyn,metrocard,Metrocard - Fair Fare,763758
2023-02,Brooklyn,metrocard,Metrocard - Full Fare,3940828
2023-02,Brooklyn,metrocard,Metrocard - Other,965828
2023-02,Brooklyn,metrocard,Metrocard - Seniors & Disability,695936
2023-02,Brooklyn,metrocard,Metrocard - Students,1370402
2023-02,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2151604
2023-02,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1796343
2023-02,Brooklyn,omny,OMNY - Full Fare,7978317
2023-02,Brooklyn,omny,OMNY - Other,1347
2023-02,Brooklyn,omny,OMNY - Seniors & Disability,14496
2023-02,Manhattan,metrocard,Metrocard - Fair Fare,1191746
2023-02,Manhattan,metrocard,Metrocard - Full Fare,9465107
2023-02,Manhattan,metrocard,Metrocard - Other,2011246
2023-02,Manhattan,metrocard,Metrocard - Seniors & Disability,1566708
2023-02,Manhattan,metrocard,Metrocard - Students,1476371
2023-02,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4543926
2023-02,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4167694
2023-02,Manhattan,omny,OMNY - Full Fare,21710433
2023-02,Manhattan,omny,OMNY - Other,3758
2023-02,Manhattan,omny,OMNY - Seniors & Disability,67175
2023-02,Queens,metrocard,Metrocard - Fair Fare,387134
2023-02,Queens,metrocard,Metrocard - Full Fare,3068462
2023-02,Queens,metrocard,Metrocard - Other,571751
2023-02,Queens,metrocard,Metrocard - Seniors & Disability,497817
2023-02,Queens,metrocard,Metrocard - Students,808633
2023-02,Queens,metrocard,Metrocard - Unlimited 30-Day,1554363
2023-02,Queens,metrocard,Metrocard - Unlimited 7-Day,1670588
2023-02,Queens,omny,OMNY - Full Fare,4216522
2023-02,Queens,omny,OMNY - Other,1703
2023-02,Queens,omny,OMNY - Seniors & Disability,7962
2023-02,Staten Island,metrocard,Metrocard - Fair Fare,4490
2023-02,Staten Island,metrocard,Metrocard - Full Fare,60110
2023-02,Staten Island,metrocard,Metrocard - Other,12095
2023-02,Staten Island,metrocard,Metrocard - Seniors & Disability,7669
2023-02,Staten Island,metrocard,Metrocard - Students,10032
2023-02,Staten Island,metrocard,Metrocard - Unlimited 30-Day,10916
2023-02,Staten Island,metrocard,Metrocard - Unlimited 7-Day,7396
2023-02,Staten Island,omny,OMNY - Full Fare,35948
2023-02,Staten Island,omny,OMNY - Other,156
2023-02,Staten Island,omny,OMNY - Seniors & Disability,108
2023-03,Bronx,metrocard,Metrocard - Fair Fare,507947
2023-03,Bronx,metrocard,Metrocard - Full Fare,1764729
2023-03,Bronx,metrocard,Metrocard - Other,462288
2023-03,Bronx,metrocard,Metrocard - Seniors & Disability,243534
2023-03,Bronx,metrocard,Metrocard - Students,811627
2023-03,Bronx,metrocard,Metrocard - Unlimited 30-Day,760010
2023-03,Bronx,metrocard,Metrocard - Unlimited 7-Day,1113000
2023-03,Bronx,omny,OMNY - Full Fare,2045173
2023-03,Bronx,omny,OMNY - Other,396
2023-03,Bronx,omny,OMNY - Seniors & Disability,3673
2023-03,Brooklyn,metrocard,Metrocard - Fair Fare,894762
2023-03,Brooklyn,metrocard,Metrocard - Full Fare,4501079
2023-03,Brooklyn,metrocard,Metrocard - Other,1153180
2023-03,Brooklyn,metrocard,Metrocard - Seniors & Disability,829019
2023-03,Brooklyn,metrocard,Metrocard - Students,1946485
2023-03,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2519578
2023-03,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2121887
2023-03,Brooklyn,omny,OMNY - Full Fare,9443600
2023-03,Brooklyn,omny,OMNY - Other,1647
2023-03,Brooklyn,omny,OMNY - Seniors & Disability,20046
2023-03,Manhattan,metrocard,Metrocard - Fair Fare,1391670
2023-03,Manhattan,metrocard,Metrocard - Full Fare,11088612
2023-03,Manhattan,metrocard,Metrocard - Other,2364352
2023-03,Manhattan,metrocard,Metrocard - Seniors & Disability,1878473
2023-03,Manhattan,metrocard,Metrocard - Students,2033157
2023-03,Manhattan,metrocard,Metrocard - Unlimited 30-Day,5304247
2023-03,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5136140
2023-03,Manhattan,omny,OMNY - Full Fare,26046503
2023-03,Manhattan,omny,OMNY - Other,4590
2023-03,Manhattan,omny,OMNY - Seniors & Disability,97020
2023-03,Queens,metrocard,Metrocard - Fair Fare,457131
2023-03,Queens,metrocard,Metrocard - Full Fare,3562174
2023-03,Queens,metrocard,Metrocard - Other,706596
2023-03,Queens,metrocard,Metrocard - Seniors & Disability,596621
2023-03,Queens,metrocard,Metrocard - Students,1144828
2023-03,Queens,metrocard,Metrocard - Unlimited 30-Day,1826718
2023-03,Queens,metrocard,Metrocard - Unlimited 7-Day,1954869
2023-03,Queens,omny,OMNY - Full Fare,5078111
2023-03,Queens,omny,OMNY - Other,1661
2023-03,Queens,omny,OMNY - Seniors & Disability,11704
2023-03,Staten Island,metrocard,Metrocard - Fair Fare,5394
2023-03,Staten Island,metrocard,Metrocard - Full Fare,71455
2023-03,Staten Island,metrocard,Metrocard - Other,14845
2023-03,Staten Island,metrocard,Metrocard - Seniors & Disability,9713
2023-03,Staten Island,metrocard,Metrocard - Students,14674
2023-03,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12819
2023-03,Staten Island,metrocard,Metrocard - Unlimited 7-Day,9434
2023-03,Staten Island,omny,OMNY - Full Fare,45459
2023-03,Staten Island,omny,OMNY - Other,327
2023-03,Staten Island,omny,OMNY - Seniors & Disability,234
2023-04,Bronx,metrocard,Metrocard - Fair Fare,448308
2023-04,Bronx,metrocard,Metrocard - Full Fare,1616653
2023-04,Bronx,metrocard,Metrocard - Other,415467
2023-04,Bronx,metrocard,Metrocard - Seniors & Disability,231635
2023-04,Bronx,metrocard,Metrocard - Students,538450
2023-04,Bronx,metrocard,Metrocard - Unlimited 30-Day,672335
2023-04,Bronx,metrocard,Metrocard - Unlimited 7-Day,1032045
2023-04,Bronx,omny,OMNY - Full Fare,1991555
2023-04,Bronx,omny,OMNY - Other,334
2023-04,Bronx,omny,OMNY - Seniors & Disability,4103
2023-04,Brooklyn,metrocard,Metrocard - Fair Fare,807090
2023-04,Brooklyn,metrocard,Metrocard - Full Fare,4018109
2023-04,Brooklyn,metrocard,Metrocard - Other,1027665
2023-04,Brooklyn,metrocard,Metrocard - Seniors & Disability,762828
2023-04,Brooklyn,metrocard,Metrocard - Students,1273183
2023-04,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2229233
2023-04,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2045425
2023-04,Brooklyn,omny,OMNY - Full Fare,8973304
2023-04,Brooklyn,omny,OMNY - Other,1676
2023-04,Brooklyn,omny,OMNY - Seniors & Disability,22154
2023-04,Manhattan,metrocard,Metrocard - Fair Fare,1280230
2023-04,Manhattan,metrocard,Metrocard - Full Fare,10352907
2023-04,Manhattan,metrocard,Metrocard - Other,2123292
2023-04,Manhattan,metrocard,Metrocard - Seniors & Disability,1760112
2023-04,Manhattan,metrocard,Metrocard - Students,1424103
2023-04,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4740109
2023-04,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5726188
2023-04,Manhattan,omny,OMNY - Full Fare,25096741
2023-04,Manhattan,omny,OMNY - Other,4445
2023-04,Manhattan,omny,OMNY - Seniors & Disability,107315
2023-04,Queens,metrocard,Metrocard - Fair Fare,423173
2023-04,Queens,metrocard,Metrocard - Full Fare,3276423
2023-04,Queens,metrocard,Metrocard - Other,648255
2023-04,Queens,metrocard,Metrocard - Seniors & Disability,564032
2023-04,Queens,metrocard,Metrocard - Students,766333
2023-04,Queens,metrocard,Metrocard - Unlimited 30-Day,1653297
2023-04,Queens,metrocard,Metrocard - Unlimited 7-Day,1906274
2023-04,Queens,omny,OMNY - Full Fare,4866076
2023-04,Queens,omny,OMNY - Other,1584
2023-04,Queens,omny,OMNY - Seniors & Disability,12827
2023-04,Staten Island,metrocard,Metrocard - Fair Fare,4998
2023-04,Staten Island,metrocard,Metrocard - Full Fare,63588
2023-04,Staten Island,metrocard,Metrocard - Other,12374
2023-04,Staten Island,metrocard,Metrocard - Seniors & Disability,8788
2023-04,Staten Island,metrocard,Metrocard - Students,9120
2023-04,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11204
2023-04,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8583
2023-04,Staten Island,omny,OMNY - Full Fare,41865
2023-04,Staten Island,omny,OMNY - Other,76
2023-04,Staten Island,omny,OMNY - Seniors & Disability,285
2023-05,Bronx,metrocard,Metrocard - Fair Fare,506015
2023-05,Bronx,metrocard,Metrocard - Full Fare,1758128
2023-05,Bronx,metrocard,Metrocard - Other,450740
2023-05,Bronx,metrocard,Metrocard - Seniors & Disability,260393
2023-05,Bronx,metrocard,Metrocard - Students,770970
2023-05,Bronx,metrocard,Metrocard - Unlimited 30-Day,747137
2023-05,Bronx,metrocard,Metrocard - Unlimited 7-Day,1138222
2023-05,Bronx,omny,OMNY - Full Fare,2236829
2023-05,Bronx,omny,OMNY - Other,566
2023-05,Bronx,omny,OMNY - Seniors & Disability,5070
2023-05,Brooklyn,metrocard,Metrocard - Fair Fare,915241
2023-05,Brooklyn,metrocard,Metrocard - Full Fare,4414881
2023-05,Brooklyn,metrocard,Metrocard - Other,1132885
2023-05,Brooklyn,metrocard,Metrocard - Seniors & Disability,862465
2023-05,Brooklyn,metrocard,Metrocard - Students,1871992
2023-05,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2450743
