mes,borough,payment_method,fare_class_category,ridership
2024-11,Bronx,metrocard,Metrocard - Fair Fare,475779
2024-11,Bronx,metrocard,Metrocard - Full Fare,1030252
2024-11,Bronx,metrocard,Metrocard - Other,360320
2024-11,Bronx,metrocard,Metrocard - Seniors & Disability,230151
2024-11,Bronx,metrocard,Metrocard - Unlimited 30-Day,525110
2024-11,Bronx,metrocard,Metrocard - Unlimited 7-Day,745360
2024-11,Bronx,omny,OMNY - Full Fare,2644235
2024-11,Bronx,omny,OMNY - Other,78909
2024-11,Bronx,omny,OMNY - Seniors & Disability,9636
2024-11,Bronx,omny,OMNY - Students,957916
2024-11,Brooklyn,metrocard,Metrocard - Fair Fare,1009775
2024-11,Brooklyn,metrocard,Metrocard - Full Fare,2442112
2024-11,Brooklyn,metrocard,Metrocard - Other,896584
2024-11,Brooklyn,metrocard,Metrocard - Seniors & Disability,808772
2024-11,Brooklyn,metrocard,Metrocard - Students,1
2024-11,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,1775343
2024-11,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1426081
2024-11,Brooklyn,omny,OMNY - Fair Fare,176
2024-11,Brooklyn,omny,OMNY - Full Fare,12229778
2024-11,Brooklyn,omny,OMNY - Other,143497
2024-11,Brooklyn,omny,OMNY - Seniors & Disability,63585
2024-11,Brooklyn,omny,OMNY - Students,2223831
2024-11,Manhattan,metrocard,Metrocard - Fair Fare,1574932
2024-11,Manhattan,metrocard,Metrocard - Full Fare,5834318
2024-11,Manhattan,metrocard,Metrocard - Other,1730679
2024-11,Manhattan,metrocard,Metrocard - Seniors & Disability,1825950
2024-11,Manhattan,metrocard,Metrocard - Students,2
2024-11,Manhattan,metrocard,Metrocard - Unlimited 30-Day,3684921
2024-11,Manhattan,metrocard,Metrocard - Unlimited 7-Day,3680417
2024-11,Manhattan,omny,OMNY - Fair Fare,102
2024-11,Manhattan,omny,OMNY - Full Fare,36835926
2024-11,Manhattan,omny,OMNY - Other,266966
2024-11,Manhattan,omny,OMNY - Seniors & Disability,320061
2024-11,Manhattan,omny,OMNY - Students,2711071
2024-11,Queens,metrocard,Metrocard - Fair Fare,599645
2024-11,Queens,metrocard,Metrocard - Full Fare,1946204
2024-11,Queens,metrocard,Metrocard - Other,539832
2024-11,Queens,metrocard,Metrocard - Seniors & Disability,605668
2024-11,Queens,metrocard,Metrocard - Unlimited 30-Day,1387976
2024-11,Queens,metrocard,Metrocard - Unlimited 7-Day,1483835
2024-11,Queens,omny,OMNY - Fair Fare,34
2024-11,Queens,omny,OMNY - Full Fare,7252170
2024-11,Queens,omny,OMNY - Other,120090
2024-11,Queens,omny,OMNY - Seniors & Disability,40294
2024-11,Queens,omny,OMNY - Students,1302172
2024-11,Staten Island,metrocard,Metrocard - Fair Fare,8652
2024-11,Staten Island,metrocard,Metrocard - Full Fare,45641
2024-11,Staten Island,metrocard,Metrocard - Other,9578
2024-11,Staten Island,metrocard,Metrocard - Seniors & Disability,11218
2024-11,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11736
2024-11,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8219
2024-11,Staten Island,omny,OMNY - Full Fare,71657
2024-11,Staten Island,omny,OMNY - Other,924
2024-11,Staten Island,omny,OMNY - Seniors & Disability,951
2024-11,Staten Island,omny,OMNY - Students,15547
2024-12,Bronx,metrocard,Metrocard - Fair Fare,461084
2024-12,Bronx,metrocard,Metrocard - Full Fare,980014
2024-12,Bronx,metrocard,Metrocard - Other,351440
2024-12,Bronx,metrocard,Metrocard - Seniors & Disability,217668
2024-12,Bronx,metrocard,Metrocard - Students,2
2024-12,Bronx,metrocard,Metrocard - Unlimited 30-Day,487830
2024-12,Bronx,metrocard,Metrocard - Unlimited 7-Day,703311
2024-12,Bronx,omny,OMNY - Fair Fare,11
2024-12,Bronx,omny,OMNY - Full Fare,2696312
2024-12,Bronx,omny,OMNY - Other,64247
2024-12,Bronx,omny,OMNY - Seniors & Disability,9671
2024-12,Bronx,omny,OMNY - Students,901089
2024-12,Brooklyn,metrocard,Metrocard - Fair Fare,1005911
2024-12,Brooklyn,metrocard,Metrocard - Full Fare,2385928
2024-12,Brooklyn,metrocard,Metrocard - Other,877813
2024-12,Brooklyn,metrocard,Metrocard - Seniors & Disability,800151
2024-12,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,1647549
2024-12,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1459468
2024-12,Brooklyn,omny,OMNY - Fair Fare,213
2024-12,Brooklyn,omny,OMNY - Full Fare,12197068
2024-12,Brooklyn,omny,OMNY - Other,118436
2024-12,Brooklyn,omny,OMNY - Seniors & Disability,63972
2024-12,Brooklyn,omny,OMNY - Students,2100089
2024-12,Manhattan,metrocard,Metrocard - Fair Fare,1555511
2024-12,Manhattan,metrocard,Metrocard - Full Fare,6082465
2024-12,Manhattan,metrocard,Metrocard - Other,1693289
2024-12,Manhattan,metrocard,Metrocard - Seniors & Disability,1839079
2024-12,Manhattan,metrocard,Metrocard - Students,1
2024-12,Manhattan,metrocard,Metrocard - Unlimited 30-Day,3356015
2024-12,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4244918
2024-12,Manhattan,omny,OMNY - Fair Fare,148
2024-12,Manhattan,omny,OMNY - Full Fare,38415274
2024-12,Manhattan,omny,OMNY - Other,311347
2024-12,Manhattan,omny,OMNY - Seniors & Disability,330689
2024-12,Manhattan,omny,OMNY - Students,2597078
2024-12,Queens,metrocard,Metrocard - Fair Fare,600269
2024-12,Queens,metrocard,Metrocard - Full Fare,1922870
2024-12,Queens,metrocard,Metrocard - Other,528960
2024-12,Queens,metrocard,Metrocard - Seniors & Disability,593152
2024-12,Queens,metrocard,Metrocard - Unlimited 30-Day,1295677
2024-12,Queens,metrocard,Metrocard - Unlimited 7-Day,1492019
2024-12,Queens,omny,OMNY - Fair Fare,55
2024-12,Queens,omny,OMNY - Full Fare,7417013
2024-12,Queens,omny,OMNY - Other,93649
2024-12,Queens,omny,OMNY - Seniors & Disability,40142
2024-12,Queens,omny,OMNY - Students,1246210
2024-12,Staten Island,metrocard,Metrocard - Fair Fare,8504
2024-12,Staten Island,metrocard,Metrocard - Full Fare,42980
2024-12,Staten Island,metrocard,Metrocard - Other,9925
2024-12,Staten Island,metrocard,Metrocard - Seniors & Disability,10772
2024-12,Staten Island,metrocard,Metrocard - Unlimited 30-Day,10754
2024-12,Staten Island,metrocard,Metrocard - Unlimited 7-Day,7217
2024-12,Staten Island,omny,OMNY - Fair Fare,2
2024-12,Staten Island,omny,OMNY - Full Fare,74407
2024-12,Staten Island,omny,OMNY - Other,742
2024-12,Staten Island,omny,OMNY - Seniors & Disability,1005
2024-12,Staten Island,omny,OMNY - Students,13537
