transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,georeference
2020-08-15T17:00:00.000,subway,123,Grand St (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,7.0,0.0,40.711926,-73.94067,POINT (-73.94067 40.711926)
2020-08-15T17:00:00.000,subway,123,Grand St (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,14.0,0.0,40.711926,-73.94067,POINT (-73.94067 40.711926)
2020-08-15T17:00:00.000,subway,124,Montrose Av (L),Brooklyn,metrocard,Metrocard - Fair Fare,1.0,0.0,40.70774,-73.93985,POINT (-73.93985 40.70774)
2020-08-15T17:00:00.000,subway,124,Montrose Av (L),Brooklyn,metrocard,Metrocard - Full Fare,60.0,0.0,40.70774,-73.93985,POINT (-73.93985 40.70774)
2020-08-15T17:00:00.000,subway,124,Montrose Av (L),Brooklyn,metrocard,Metrocard - Other,8.0,0.0,40.70774,-73.93985,POINT (-73.93985 40.70774)
2020-08-15T17:00:00.000,subway,124,Montrose Av (L),Brooklyn,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.70774,-73.93985,POINT (-73.93985 40.70774)
2020-08-15T17:00:00.000,subway,124,Montrose Av (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,10.0,0.0,40.70774,-73.93985,POINT (-73.93985 40.70774)
2020-08-15T17:00:00.000,subway,124,Montrose Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,8.0,0.0,40.70774,-73.93985,POINT (-73.93985 40.70774)
2020-08-15T17:00:00.000,subway,125,Morgan Av (L),Brooklyn,metrocard,Metrocard - Fair Fare,2.0,0.0,40.706154,-73.93314,POINT (-73.93314 40.706154)
2020-08-15T17:00:00.000,subway,125,Morgan Av (L),Brooklyn,metrocard,Metrocard - Full Fare,86.0,0.0,40.706154,-73.93314,POINT (-73.93314 40.706154)
2020-08-15T17:00:00.000,subway,125,Morgan Av (L),Brooklyn,metrocard,Metrocard - Other,5.0,0.0,40.706154,-73.93314,POINT (-73.93314 40.706154)
2020-08-15T17:00:00.000,subway,125,Morgan Av (L),Brooklyn,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.706154,-73.93314,POINT (-73.93314 40.706154)
2020-08-15T17:00:00.000,subway,125,Morgan Av (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,14.0,0.0,40.706154,-73.93314,POINT (-73.93314 40.706154)
2020-08-15T17:00:00.000,subway,125,Morgan Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,9.0,0.0,40.706154,-73.93314,POINT (-73.93314 40.706154)
2020-08-15T17:00:00.000,subway,126,Jefferson St (L),Brooklyn,metrocard,Metrocard - Fair Fare,1.0,0.0,40.706608,-73.92291,POINT (-73.92291 40.706608)
2020-08-15T17:00:00.000,subway,126,Jefferson St (L),Brooklyn,metrocard,Metrocard - Full Fare,59.0,0.0,40.706608,-73.92291,POINT (-73.92291 40.706608)
2020-08-15T17:00:00.000,subway,126,Jefferson St (L),Brooklyn,metrocard,Metrocard - Other,3.0,0.0,40.706608,-73.92291,POINT (-73.92291 40.706608)
